word,n,theme,literal
pot,8,NA,pot
prayer,8,NA,prayer
president,8,NA,president
property,8,NA,property
psychrometer,8,NA,psychrometer
published,8,NA,published
pup,8,NA,pup
ravenscraig,8,NA,ravenscraig
reddish,8,NA,reddish
relative,8,NA,relative
reminiscent,8,NA,reminiscent
replaced,8,NA,replaced
represent,8,NA,represent
residence,8,NA,residence
rests,8,NA,rests
rifles,8,NA,rifles
robbed,8,NA,robbed
rod,8,NA,rod
root,8,NA,root
roots,8,NA,roots
ropes,8,NA,ropes
salvation,8,NA,salvation
schooner,8,NA,schooner
seamed,8,NA,seamed
sections,8,NA,sections
seeds,8,NA,seeds
services,8,NA,services
shown,8,NA,shown
sible,8,NA,sible
sink,8,NA,sink
sit,8,NA,sit
skeleton,8,NA,skeleton
skinned,8,NA,skinned
snowmelt,8,NA,snowmelt
solidly,8,NA,solidly
sort,8,NA,sort
